Shandong,Hebei,Henan,Jilin,Liaoning,Heilongjiang,Inner_Mongolia,Goias,Mato_Grosso,Parana,Sao_Paulo,Minas_Gerais,Buenos_Aires,Santa_Fe,Cordoba,Entre_Rios,Madhya_Pradesh,Rajasthan,Uttar__Pradesh,Bihar,Maharashtra,Karnataka,Andhra_Pradesh,KANSAS,IOWA,ILLINOIS,INDIANA,WISCONSIN,MISSOURI,SOUTH_DAKOTA,MINNESOTA,NEBRASKA,OHIO,Hungary,Austria,Germany,Romania,Italy,France
0.174178119,0.173407896,0.145420726,0.162535121,0.110345755,0.173772294,0.060340089,0.132359669,0.085029463,0.36757394,0.179323332,0.235713596,0.431150572,0.190813998,0.30173199,0.076303441,0.172729371,0.19802258,0.24893218,0.167801393,0.045163655,0.081492612,0.08585821,0.042878258,0.211982869,0.189631603,0.096969863,0.050758937,0.043522983,0.060334444,0.112442087,0.133507804,0.057971151,0.166398171,0.02415274,0.036305764,0.406029566,0.133217687,0.233896072
