Shandong,Hebei,Henan,Jilin,Inner Mongolia,Anhui,Jiangsu,Heilongjiang,Liaoning,Madhya_Pradesh,Maharashtra,Rajasthan,Illinois,Iowa,Minnesota,Nebraska,South_Dakota,North_Dakota,Kansas,Missouri,Indiana,Ohio,Arkansas,Goias,Mato Grosso, Rio Grande do Sul,Parana,Santa Catarina,Sao Paulo,Minas Gerais,Bahia,Mato Grosso do Sul,Buenos_Aires,Cordoba,Entre_Rios,Santa_Fe
0.088347146,0.055409579,0.116838053,0.084165994,0.061971942,0.110172241,0.045452328,0.376983948,0.060658768,0.835964716,0.112013588,0.052021696,0.193381339,0.177920777,0.109982598,0.054141318,0.03925608,0.023275167,0.040249564,0.100961675,0.097014737,0.080825251,0.082991496,0.067625101,0.138047662,0.340590349,0.239702664,0.034791882,0.049718593,0.035326754,0.023174318,0.071022677,0.230970146,0.27525846,0.040953775,0.488969114
