China_tmax,China_cum_prec,Brazil_cum_prec,Argentina_tmax,Argentina_cum_prec,India_tmax,USA_t29,EU_tmean,EU_cum_prec
25.41584879,364.7431323,816.785051,30.19274193,277.9506068,33.51190034,54.12938383,18.05670901,382.4230499
