Anhui,Guangdong,Guangxi,Guizhou,Henan,Hubei,Hunan,Jiangsu,Jiangxi,Sichuan,Yunnan,Andhra.Pradesh_tmax,Assam_tmax,Bihar,Haryana,Karnataka,Punjab,Uttar.Pradesh,West.Bengal,Orissa,Tamil.Nadu,Sumatra,Java,West Nusa Tenggara,Kalimatan,South Sulawesi
0.087033152,0.125468533,0.10009273,0.029893677,0.019028126,0.096862701,0.166073713,0.095342349,0.127658903,0.111215072,0.041331044,0.09109464,0.075559667,0.157300381,0.023952011,0.035744995,0.059986644,0.182114266,0.159660642,0.143772141,0.070814613,0.26351741,0.566014856,0.0306709,0.09611271,0.043684124
