"Shandong","Hebei","Henan","Jilin","Inner.Mongolia","Anhui","Jiangsu","Heilongjiang","Liaoning","Madhya_Pradesh","Maharashtra","Rajasthan","ILLINOIS","IOWA","MINNESOTA","NEBRASKA","SOUTH_DAKOTA","NORTH_DAKOTA","KANSAS","MISSOURI","INDIANA","OHIO","ARKANSAS","Goias","Mato.Grosso","Rio.Grande.do.Sul","Parana","Santa.Catarina","Sao.Paulo","Minas.Gerais","Bahia","Mato.Grosso.do.Sul","Buenos_Aires","Cordoba","Entre_Rios","Santa_Fe"
53.5808211982902,42.8452902978198,70.0816629071365,14.542766633561,23.2201553337169,70.4148024633758,55.1686344336984,8.64967531690095,16.6770259163745,923.378084852297,1063.66531288755,425.317785880127,45.9676327611871,29.9931285004563,12.7437106246892,57.8955303456134,46.1261866190027,21.9521108604073,87.6706830066239,67.0855098151847,39.8084811062958,26.653479919818,96.7742820063497,1277.0005636904,1391.61997891627,627.312879682728,756.168822296002,760.239692186443,997.012864917223,1008.52408872263,548.462006158508,887.096324413342,432.167846747948,490.393259767131,560.75865759929,571.981977253028
